Acc, 48.039, -6.02, -4.07, -7.77
Gyr, 48.042, 0.12, 0.03, -0.03
Gyr, 48.045, 0.15, 0.03, -0.03
Acc, 48.049, -6.23, -4.17, -7.94
Gyr, 48.052, 0.17, 0.01, -0.03
Gyr, 48.056, 0.18, 0.00, -0.05
Acc, 48.061, -6.48, -3.92, -8.20
Gyr, 48.066, 0.16, -0.01, -0.05
Gyr, 48.073, 0.12, -0.01, -0.06
Gyr, 48.082, 0.06, -0.02, -0.06
Acc, 48.085, -6.34, -4.12, -8.32
Gyr, 48.089, -0.01, -0.02, -0.06
Acc, 48.104, -6.46, -4.19, -8.06
Gyr, 48.110, -0.04, -0.01, -0.05
Gyr, 48.117, -0.01, -0.01, -0.04
Acc, 48.127, -6.46, -4.19, -8.06
Gyr, 48.136, 0.04, -0.01, -0.03
Gyr, 48.150, 0.07, -0.01, -0.01
Acc, 48.163, -6.84, -4.94, -7.72
Gyr, 48.173, 0.09, -0.01, -0.00
Gyr, 48.177, 0.07, -0.01, 0.01
Acc, 48.180, -6.63, -4.65, -7.51
Gyr, 48.195, 0.02, -0.01, 0.01
Gyr, 48.202, -0.01, 0.00, 0.01
Acc, 48.223, -6.63, -4.65, -7.51
Gyr, 48.230, -0.00, 0.00, 0.01
Gyr, 48.236, 0.02, 0.01, 0.00
Acc, 48.239, -6.47, -4.40, -7.38
Gyr, 48.243, 0.01, 0.01, 0.01
Gyr, 48.246, 0.00, 0.01, 0.01
Acc, 48.250, -6.34, -4.14, -7.33
Gyr, 48.263, 0.00, 0.01, 0.01
Gyr, 48.268, -0.00, 0.02, 0.02
Gyr, 48.273, -0.01, 0.03, 0.02
Acc, 48.282, -6.34, -4.20, -7.41
Gyr, 48.294, -0.01, 0.03, 0.02
Gyr, 48.305, -0.01, 0.03, 0.02
Acc, 48.317, -6.28, -3.99, -7.58
Gyr, 48.345, -0.02, 0.04, 0.02
Gyr, 48.355, -0.02, 0.04, 0.01
Acc, 48.361, -6.28, -3.99, -7.58
Gyr, 48.372, -0.03, 0.05, 0.00
Gyr, 48.380, -0.02, 0.05, -0.01
Acc, 48.384, -6.22, -3.96, -7.43
